Heading,Source,Date,Symbol,Month
IFC to partner with Bajaj Finance to pump in $400 mn for climate finance,Business Standard,2024-11-06,BAJFINANCE,2024-11
"IFC commits $ 400 mn to Bajaj Finance to help boost climate finance, empower women",The Economic Times,2024-11-06,BAJFINANCE,2024-11
Bajaj Finance Share Price Highlights: Bajaj Finance Stock Price History,The Economic Times,2024-11-05,BAJFINANCE,2024-11
IFC to Invest USD 400 Million in Bajaj Finance to Boost Climate Finance,Energetica India Magazine,2024-11-07,BAJFINANCE,2024-11
"IFC invests $400 million in Bajaj Finance, aiming to quadruple climate loans by 2027",BusinessLine,2024-11-06,BAJFINANCE,2024-11
"RIL, IndusInd Bank, Bajaj Finance, Maruti Suzuki India, BPCL shares lead downgrades post Q2 results",Business Today,2024-11-04,BAJFINANCE,2024-11
Stress building again six years after India’s shadow-banking sector blew up,The Economic Times,2024-11-05,BAJFINANCE,2024-11
Bajaj Housing Finance Share Price Analysis,Analytics Insight,2024-11-04,BAJFINANCE,2024-11
