Heading,Source,Date,Symbol
Reliance Industries loses over ₹4 lakh crore in market cap on earnings dismay,Mint,8 Nov 2024,RELIANCE
"Reliance Industries loses over ₹4 lakh crore in market cap on weak quarterly earnings, shares fall by 2% after block deal",Upstox,7 Nov 2024,RELIANCE
Mukesh Ambani led Reliance Industry sees over Rs 4 lakh cr decline in market cap from July highs,Financial Express,8 Nov 2024,RELIANCE
"RIL preparing for Jio IPO next year, retail business to go public much later",Mint,4 Nov 2024,RELIANCE
