Date,Open,High,Low,Close,Adj Close,Volume
2025-01-27,6700.0,6729.7998046875,6674.35009765625,6695.4501953125,6685.99365234375,191705
2025-01-28,6699.0,6747.5,6635.0498046875,6708.9501953125,6699.474609375,202194
2025-01-29,6741.0,6798.75,6697.25,6784.2998046875,6774.7177734375,146288
2025-01-30,6786.25,6895.0,6770.35009765625,6824.64990234375,6815.0107421875,204648
2025-01-31,6822.25,6880.0,6789.14990234375,6810.5,6800.880859375,187712
2025-02-01,6810.2998046875,6940.0,6810.25,6841.10009765625,6831.43798828125,117096
