Heading,Source,Date,Symbol
"Stocks in news: L&T Finance, Ambuja Cement, Vodafone Idea, Puravankara, Wipro",The Economic Times,14 Jun 2024,WIPRO
Wipro bags $550 million-deal from US communication service provider; stock settles 2% higher,Mint,6 Jun 2024,WIPRO
Wipro gets $500-mn contract from a leading US communication service provider,Moneycontrol,6 Jun 2024,WIPRO
"Stocks to watch today: Ixigo, HAL, Vodafone Idea, Wipro, Zomato, Paytm and Ashoka Buildcon",Business Today,18 Jun 2024,WIPRO
"Wipro's female workforce sees significant drop, declines by 8,126 in FY24",Business Standard,26 Jun 2024,WIPRO
"Wipro has developed 2,000 AI uses cases: COO",Financial Express,6 Jun 2024,WIPRO
"Share Market Highlights 18th June 2024: Sensex hits new closing peak, Nifty hits record closing high",BusinessLine,18 Jun 2024,WIPRO
FY24 one of the most challenging years in company’s history: Wipro’s Rishad Premji,Mint,25 Jun 2024,WIPRO
"Adani Ports to enter Sensex on Monday, Wipro to exit as part of semi-annual rejig",The Economic Times,21 Jun 2024,WIPRO
"Wipro, Adani Ports, ITC, RIL, Tata Steel shares in focus on Sensex rejig today",Business Today,24 Jun 2024,WIPRO
