Heading,Source,Date,Symbol
"Kotak Mahindra Bank to add up to 200 branches in FY25, official says",Moneycontrol,24 Jun 2024,KOTAKBANK
"Macquarie recommends private banks; upgrades Kotak, City Union Bank, and 2 more; downgrades SBI and 3 others",Mint,21 Jun 2024,KOTAKBANK
"Kotak Mahindra Bank to add up to 200 branches in FY25, says report",Business Standard,24 Jun 2024,KOTAKBANK
Kotak’s take on Vi deal: Robbing Peter to pay Paul,Financial Express,14 Jun 2024,KOTAKBANK
"RBI approves Zurich Insurance Company to acquire 70% in Kotak Mahindra General Insurance for ₹5,560 crore",Upstox,6 Jun 2024,KOTAKBANK
Kotak Bank gets RBI nod to sell 70 pc stake in general insurance arm to Zurich Insurance,The Economic Times,5 Jun 2024,KOTAKBANK
kotak mahindra bank has received rbi s approval for divestment,ICICI Direct,6 Jun 2024,KOTAKBANK
Zurich Insurance plans 600 new hires following Kotak deal,People Matters - HR News,25 Jun 2024,KOTAKBANK
Kotak’s Agri-Finance Journey Redeflnes: Speed and Inclusivity Through Digital Onboarding!,Elets BFSI,21 Jun 2024,KOTAKBANK
Kotak Life targets 20% growth in new business premium,BusinessLine,19 Jun 2024,KOTAKBANK
