Heading,Source,Date,Symbol
"ICICI Bank tops $100 billion in market cap, becomes only the 6th Indian company to hit the milestone",Moneycontrol,25 Jun 2024,ICICIBANK
"Stocks to Buy: ICICI Bank, SBI, L&T, Bharti, ONGC among top 26 bottom up picks by Jefferies for June",Mint,28 Jun 2024,ICICIBANK
India's ICICI Bank faces pushback against delisting brokerage unit,Reuters,6 Jun 2024,ICICIBANK
ICICI Bank Becomes Sixth Indian Company To Hit $100-Billion Market Capitalisation,NDTV Profit,25 Jun 2024,ICICIBANK
ICICI Bank mcap tops $100 bn; becomes only sixth Indian co to hit milestone,Business Standard,25 Jun 2024,ICICIBANK
Sebi raps ICICI Bank on I-Sec investor outreach,Financial Express,6 Jun 2024,ICICIBANK
Stock Market Highlights: Short-term trend of Nifty remains positive; key upside levels to be watched on W...,The Economic Times,25 Jun 2024,ICICIBANK
ICICI Bank (IBN) is Now 18th Largest Bank Globally: Worth a Look?,Yahoo Finance,26 Jun 2024,ICICIBANK
Is ICICI Bank The Next HDFC Bank? This Mumbai-Based Bank Tops UBS To Become 18th Largest Bank; BUY Stock?,Goodreturns,26 Jun 2024,ICICIBANK
ICICI Bank becomes 15th most valued bank globally as m-cap breaches $100-billion mark,Moneycontrol,28 Jun 2024,ICICIBANK
