Heading,Source,Date,Symbol
Maruti Suzuki share price falls as Emkay retains 'Reduce' call ahead of Hyundai Motor India IPO,Mint,18 Jun 2024,MARUTI
"Maruti Suzuki India sees 2% drop in sales to 174,551 units in May",Business Standard,1 Jun 2024,MARUTI
"Hyundai IPO: SUV success puts the carmaker ahead of Maruti, Tata Motors in terms of margins",Moneycontrol,20 Jun 2024,MARUTI
"Hyundai Motor India IPO: Key takeaways from draft papers, share price target for Maruti Suzuki",Business Today,18 Jun 2024,MARUTI
Maruti Suzuki to invest Rs 450 crore over the next 3 years on renewable energy initiatives,The Economic Times,5 Jun 2024,MARUTI
Maruti Suzuki to invest Rs 450 cr in renewable energy initiative,ET EnergyWorld,5 Jun 2024,MARUTI
Maruti Suzuki commences Biogas pilot plant in Manesar,Financial Express,5 Jun 2024,MARUTI
"Maruti Suzuki, Hyundai Motor report marginal growth in June domestic sales",BusinessLine,1 Jul 2024,MARUTI
Maruti Suzuki set to invest Rs 450 crore for renewable energy projects,Business Standard,5 Jun 2024,MARUTI
"Maruti Suzuki clocks 12.42% sales growth, exports surge; shares close 0.62% higher",Mint,1 Jul 2024,MARUTI
