Heading,Source,Date,Symbol
"Innovation key pillar of growth for Nestle India, says annual report",Business Standard,17 Jun 2024,NESTLEIND
"Stocks in news: YES Bank, Nestle India, Persistent, Amara Raja, Indiabulls Realty, Ramco Cements, Medplus",Business Today,21 Jun 2024,NESTLEIND
India one of the fastest growing markets for Nestle globally: Annual Report FY24,BusinessLine,16 Jun 2024,NESTLEIND
Nestle says will pay royalty at current rate of 4.5%,Financial Express,13 Jun 2024,NESTLEIND
"FMCG stocks likely to see valuation re-rating, says Emkay Global; upgrades HUL, Nestle; cuts ITC share price target",Mint,5 Jun 2024,NESTLEIND
"India one of fastest-growing markets globally for Nestle, to focus on innovations",The Economic Times,17 Jun 2024,NESTLEIND
"India largest market for Nestle's Maggi worldwide, 2nd biggest for KitKat",Moneycontrol,18 Jun 2024,NESTLEIND
Nestle India to pay royalty licence fee to parent firm at 4.5%,Zee Business,12 Jun 2024,NESTLEIND
"Prosecute Nestle for Cerelac 'scam', NGOs tell Swiss government",Times of India,17 Jun 2024,NESTLEIND
"With 6 billion servings, India is the world's largest market for Maggi noodles - Hindustan Times",Hindustan Times,18 Jun 2024,NESTLEIND
