Heading,Source,Date,Symbol
Here’s why Power Grid stock was up 3% in trade on Tuesday,CNBC TV18,18 Jun 2024,POWERGRID
Power Grid has moved up sharply. What should investors do now?,BusinessLine,15 Jun 2024,POWERGRID
NHPTL board okays transfer of NHPC's 1.31 cr shares to Power Grid,ET EnergyWorld,12 Jun 2024,POWERGRID
Ramky Infrastructure up 7% on securing orders of Rs 131 cr from Power Grid,Business Standard,27 Jun 2024,POWERGRID
"Rs 2.75 Dividend, 1:3 Bonus: Buy Maharatna PSU After Latest Acquisition Update, TP Rs 350",Goodreturns,2 Jun 2024,POWERGRID
Buy or sell: Sumeet Bagadia recommends three stocks to buy on Monday - June 3,Mint,2 Jun 2024,POWERGRID
Stock jumps 7% after receiving an order worth ₹ 131.19 Cr from PowerGrid Energy Services,Trade Brains,27 Jun 2024,POWERGRID
India keen to speed up power grid link talks with Sri Lanka,The Economic Times,28 Jun 2024,POWERGRID
Power outage in Delhi after fire in Uttar Pradesh power station,The Hindu,11 Jun 2024,POWERGRID
"KEC International bags news orders worth ₹1,025 cr; stock rises 5%",Fortune India,27 Jun 2024,POWERGRID
