Heading,Source,Date,Symbol
Sun Pharma expects high single-digit top line growth in current fiscal,The Economic Times,2 Jun 2024,SUNPHARMA
"Sun Pharma completes Taro merger, acquires remaining shares for $43 each",Moneycontrol,24 Jun 2024,SUNPHARMA
Sun Pharma completes Taro merger to make it a wholly-owned private company,Financial Express,24 Jun 2024,SUNPHARMA
Best Pharma Stock: Sun Pharma vs Cipla,Equitymaster,13 Jun 2024,SUNPHARMA
USFDA issues warning letter to Sun Pharma's Dadra unit; stock slips 2%,Business Standard,20 Jun 2024,SUNPHARMA
Sun Pharma Merges Taro Pharma with Subsidiary,Contract Pharma,24 Jun 2024,SUNPHARMA
Sun Pharma completes merger with Taro,Zee Business,24 Jun 2024,SUNPHARMA
Elara Securities' positive outlook on Indian pharma sector with emphasis on US generics market,CNBC TV18,25 Jun 2024,SUNPHARMA
Sun Pharma completes merger of Taro,BusinessLine,24 Jun 2024,SUNPHARMA
Sun Pharma gets USFDA warning for manufacturing practice violations at Dadra unit; stock extends fall,Moneycontrol,20 Jun 2024,SUNPHARMA
