Heading,Source,Date,Symbol
"F&O stocks to buy today: Bharti Airtel, M&M among top 8 trading ideas for 10 June 2024",The Economic Times,10 Jun 2024,BHARTIARTL
Airtel Announces Revised Mobile Tariffs,Airtel,28 Jun 2024,BHARTIARTL
Airtel & Vodafone Idea: Here's what Kiran Jani of Jainam Broking says on these 2 telecom stocks,Business Today,28 Jun 2024,BHARTIARTL
"Jio tariff hike impact: Reliance, Bharti Airtel jump, Vodafone Idea share falls 2.5%",Mint,28 Jun 2024,BHARTIARTL
Bharti Airtel converts $49.87 mn worth of foreign debt bonds into equity,Business Standard,11 Jun 2024,BHARTIARTL
"India's Jio, Bharti Airtel, Vodafone Idea hike call tariffs for first time in three years",Reuters,28 Jun 2024,BHARTIARTL
"Share Market Highlights 21 June 2024: Sensex and Nifty end winning streak, decline amid global market pressures",BusinessLine,21 Jun 2024,BHARTIARTL
Bharti Airtel’s mega plans for Indus Towers | Exclusive,CNBC TV18,24 Jun 2024,BHARTIARTL
Bharti Airtel raises prices after Reliance Jio hikes: These are the new prices - Hindustan Times,Hindustan Times,28 Jun 2024,BHARTIARTL
Bharti Airtel Hikes Mobile Tariffs from July 3; Shares Up 1.24%,News18,28 Jun 2024,BHARTIARTL
