Heading,Source,Date,Symbol
We are already seeing green shoots; FY25 will be a better year: LTIMindtree,Business Standard,25 Jun 2024,LTIM
L&T chief is LTIMindtree chairman as Naik exits,Times of India,27 Jun 2024,LTIM
"AM Naik steps down as chairman of LTIMindtree, LTTS",Financial Express,26 Jun 2024,LTIM
"Jio Financial Services, Zomato shares in Nifty? How new F&O inclusion rules may influence next index rejig",Business Today,28 Jun 2024,LTIM
"AM Naik steps down as non-executive chairman of LTIMindtree, L&T Technology Services",Mint,26 Jun 2024,LTIM
AM Naik steps down as chairman of LTIMindtree and LTTS,BusinessLine,26 Jun 2024,LTIM
Pioneering Digital Solutions for Complex Manufacturing: LTIMindtree’s Strategic Partnership with SAP,Business Wire,4 Jun 2024,LTIM
"L&T Chairman Emeritus AM Naik steps down from LTIM and LTTS boards, hands over the baton to Subrahmanyan",Upstox,26 Jun 2024,LTIM
"LTIMindtree CEO pay up 10%, LTTS chief’s package jumps over 100%",The Economic Times,4 Jun 2024,LTIM
"Dividend, Bonus Alert: Last chance to buy shares of HPCL, BPCL, Bajaj Finance before record date",CNBC TV18,17 Jun 2024,LTIM
