Heading,Source,Date,Symbol
Grasim Industries Hits 52-Week High on Jefferies’ Bullish Paints Business Outlook,Equitypandit,1 Jul 2024,GRASIM
"Closing Bell: Sensex gains 131 pts, Nifty above 23,500; autos gain",Moneycontrol,24 Jun 2024,GRASIM
"Share Market Highlights 26 June 2024: Sensex, Nifty hit all-time highs; media stocks shine",BusinessLine,26 Jun 2024,GRASIM
"Stock market today: Trade setup for Nifty 50 to Budget 2024, five stocks to buy or sell on Monday — July 1",Mint,1 Jul 2024,GRASIM
"Stock Market Highlight: Markets end record high! Nifty above 24,000, Sensex crosses 79,200 for first time ever; Bank Nifty underperforms",Financial Express,27 Jun 2024,GRASIM
Stock Market Highlights | Nifty forms ‘3 Advancing Soldiers’ pattern. Here’s how to trade on Thursday expiry,The Economic Times,26 Jun 2024,GRASIM
Decoding the wealth creation by Tata and Aditya Birla Group companies for investors,Upstox,14 Jun 2024,GRASIM
"Share Market Today HIGHLIGHTS: Record closing on D-Street; Sensex finishes up 620.73 pts, Nifty settles at 23,868.8",Zee Business,26 Jun 2024,GRASIM
"Closing Bell: Sensex gains 569 pts, Nifty above 24,000 on expiry day; IT stocks gain",Moneycontrol,27 Jun 2024,GRASIM
"Share Market Highlights 20 June 2024: Sensex rises 141 pts; Nifty settles above 23,550; Hindalco, Grasim top gainers",BusinessLine,20 Jun 2024,GRASIM
