Heading,Source,Date,Symbol
"Top Gainers and Losers today on 5 March, 2025: Adani Ports & Special Economic Zone, Tata Steel, Bajaj Finance, Indusind Bank among most active stocks; Check full list here",Mint,5 Mar 2025,ADANIPORTS
Adani Ports records 3% YoY growth in Feb'25 cargo volumes,Business Standard,3 Mar 2025,ADANIPORTS
Adani Ports cargo volumes rises 3% in February; Check FY25 guidance,CNBC TV18,3 Mar 2025,ADANIPORTS
"Adani Ports records 36.5 MMT cargo volume in February, up 3% YoY",Financial Express,3 Mar 2025,ADANIPORTS
