Heading,Source,Date,Symbol
Bajaj Finserv and Bajaj Finance soar on rating upgrades,The Economic Times,3 Jan 2025,BAJAJFINSV
"Bajaj Finance, Bajaj Finserv shares rise up to 9%; here's why",Business Today,2 Jan 2025,BAJAJFINSV
"Sell Bajaj Housing shares, says Kotak; here are target prices for Bajaj Finance and Bajaj Finserv",Business Today,3 Jan 2025,BAJAJFINSV
