Heading,Source,Date,Symbol
Zomato and Jio Financial Services to Replace Britannia and BPCL at Nifty 50 Index,Groww,24 Feb 2025,BPCL
"Nifty rejig: Zomato and Jio Financial Services to replace Britannia, BPCL from March 28",Financial Express,24 Feb 2025,BPCL
