Date,Close
2023-03-13 00:00:00+05:30,17154.30078125
2023-03-14 00:00:00+05:30,17043.30078125
2023-03-15 00:00:00+05:30,16972.150390625
2023-03-16 00:00:00+05:30,16985.599609375
2023-03-17 00:00:00+05:30,17100.05078125
