Heading,Source,Date,Symbol
"Ongc Share Price Highlights : Ongc closed today at ₹240, up 0.4% from yesterday's ₹239.05 | Stock Market News",Mint,26 Dec 2024,ONGC
"ONGC Share Price: Maharatna PSU stock gets REDUCE rating, target cut - 4 reasons",ET Now,11 Dec 2024,ONGC
ONGC aims to increase green energy portfolio - IPO News,Financial Express,14 Dec 2024,ONGC
2025 Oil and Gas Industry Outlook,Deloitte,5 Dec 2024,ONGC
"Year-Ender 2024: Top 5 Most Valued Oil & Gas Stocks; Bonus Issues, Dividends, Recommendations",Goodreturns,22 Dec 2024,ONGC
ONGC issues clarification on reports of green energy arm's public listing,CNBC TV18,15 Dec 2024,ONGC
Stock Market Highlights: Nifty forms Bullish Harami pattern on the daily timeframe. How to trade on Tuesday,The Economic Times,2 Dec 2024,ONGC
"Pawan Hans secures Rs 2,000 cr contract for ONGC offshore helicopter ops",Business Standard,18 Dec 2024,ONGC
"Govt scraps windfall profit tax on domestic crude oil, export of fuels",The Hindu,2 Dec 2024,ONGC
Major Shakeup at HPCL as ONGC Subsidiary Announces High-Profile Officer Reshuffle,newsip.in,27 Dec 2024,ONGC
