Heading,Source,Date,Symbol
"Sensex rejig on Monday: Zomato to replace JSW Steel, $513 million inflows expected",The Economic Times,21 Dec 2024,JSWSTEEL
"Tata Steel, JSW Steel shares: Why these 2 stocks are up amid DGTR investigation; target prices",Business Today,23 Dec 2024,JSWSTEEL
"Trade Spotlight: How should you trade LTIMindtree, JSW Steel, Cyient, GHCL, Muthoot Finance, TTML, and...",Moneycontrol,13 Dec 2024,JSWSTEEL
Markets slump over 1 per cent,Financial Express,17 Dec 2024,JSWSTEEL
"Steel Stocks Rally: JSW Steel, Tata Steel, Hindalco, SAIL Jump Over Probe On Soaring Steel Imports; BUY?",Goodreturns,23 Dec 2024,JSWSTEEL
JSW Steel gets Rs 64-cr show cause notice from GST Authority,Business Standard,11 Dec 2024,JSWSTEEL
JSW gets back Rs 4k cr assets in Rs 47k cr Bhushan Steel case,Times of India,15 Dec 2024,JSWSTEEL
Indian steelmaker JSW to launch own EV brand,Financial Times,1 Dec 2024,JSWSTEEL
"Stocks to Watch: Vodafone Idea, NHPC, Torrent Power, BEL, Bajaj Finserv, and more",Mint,10 Dec 2024,JSWSTEEL
"Zomato becomes first Indian startup to join BSE Sensex 30, replacing JSW Steel",Indian Startup News,23 Dec 2024,JSWSTEEL
