Heading,Source,Date,Symbol
TCS Expands Deal with Bank of Baroda to Bring Banking to the Doorsteps of the Unbanked,Tata Consultancy Services,20 Dec 2024,TCS
Tata Consultancy Services faces ₹1.37 cr tax penalty from CGST Noida,ETLegalWorld.com,27 Dec 2024,TCS
TCS sells 30% stake in South African arm for ₹28.29 crore to comply with norms,CNBC TV18,20 Dec 2024,TCS
"TCS to modernise Bank of Bhutan's digital system, improve customer service",Business Standard,3 Dec 2024,TCS
TCS: Extends partnership with Bank of Baroda for 5 yrs,BusinessLine,20 Dec 2024,TCS
TCS expands five-year deal with Bank of Baroda,The Economic Times,20 Dec 2024,TCS
TCS Extends Five-year Partnership with Bank of Baroda,Construction World,26 Dec 2024,TCS
TCS Q3 results 2024 to be declared on January 9; fixes record date for third interim dividend,Mint,1 Jan 2025,TCS
"Top-10 Indian firms, including TCS and Reliance, lose Rs 4.95 lakh crore amid market slump",Financial Express,22 Dec 2024,TCS
"Q3 IT preview: Coforge, Persistent may lead growth; TCS, LTIM, Tata Elxsi, KPIT may disappoint",Business Today,30 Dec 2024,TCS
