Heading,Source,Date,Symbol
"Pricing, unfavourable product mix likely to hit Asian Paints stocks",Business Standard,18 Jul 2024,ASIANPAINT
"Asian Paints Q1 Results: Cons PAT drops 24% YoY to Rs 1,170 crore; misses estimates",The Economic Times,17 Jul 2024,ASIANPAINT
"Asian Paints Q1 Results: Net profit drops 24% to ₹1,170 crore, decorative biz volume up 7%; Revenue down 2.3% YoY",Mint,17 Jul 2024,ASIANPAINT
"Asian Paints Q1 FY25 results: Profit down 25% at Rs 1,170 crore; revenue slips 2%",Business Today,17 Jul 2024,ASIANPAINT
"Asian Paints Q1 net profit falls more than expected, down 25% to Rs 1,170 crore; revenue too misses...",Moneycontrol,17 Jul 2024,ASIANPAINT
Earnings preview: CNBC-TV18 poll expects a drop in Asian Paints Q1FY25 net profit,CNBC TV18,16 Jul 2024,ASIANPAINT
Asian Paints Reports 1Q 2024-25 Results,Coatings World,18 Jul 2024,ASIANPAINT
Asian Paints stock jumps 5% on reports of rise in prices across portfolio,Business Standard,10 Jul 2024,ASIANPAINT
"Asian Paints shares tumble 4% after disappointing Q1 numbers. Should you buy, sell or hold?",The Economic Times,18 Jul 2024,ASIANPAINT
"Will Asian Paints stock fall after Q1 show? Goldman Sachs, others share views, price targets",Business Today,18 Jul 2024,ASIANPAINT
