Heading,Source,Date,Symbol
"Maruti Suzuki Q1FY25 net profit jumps 47% to Rs 3,650 crore, beats estimates",Moneycontrol,31 Jul 2024,MARUTI
"Maruti Suzuki Q1 Preview: Profit may jump up to 37% YoY, revenue around 9%",Business Standard,30 Jul 2024,MARUTI
"Maruti Suzuki Q1 2024-25 results: Net profit rises 47.85%, revenue up 9.97% - Hindustan Times",Hindustan Times,31 Jul 2024,MARUTI
"Tata Motors, M&M, Maruti Suzuki: Resistance and support levels for these buzzing auto stocks",Business Today,31 Jul 2024,MARUTI
"Maruti Suzuki Q1 profit up 47%; 1 in every 3 cars sold is a CNG, Jimny highest exported model in first quarter",Financial Express,31 Jul 2024,MARUTI
"Q1 results today: Maruti, M&M among 115 companies to announce earnings on Wednesday",The Economic Times,31 Jul 2024,MARUTI
"Maruti Suzuki Q1 results: Net profit rises 47% YoY to ₹3,650 crore; 4 key highlights",Mint,31 Jul 2024,MARUTI
Share Market Highlights 9 July 2024: Sensex and Nifty trade firm; Maruti Suzuki surges over 6%,BusinessLine,9 Jul 2024,MARUTI
Suzuki starts $40 million India fund to help rural startups,CNBC TV18,5 Jul 2024,MARUTI
Maruti Suzuki at all time high – What’s the reason and will it continue to surge?,Trade Brains,16 Jul 2024,MARUTI
