Heading,Source,Date,Symbol
"Bajaj Finserv Q1 results | Net profit rises 10% to Rs 2,138 crore",Moneycontrol,24 Jul 2024,BAJAJFINSV
Stock Alert: Here's why Bajaj Finance may underperform markets in near-term,Business Standard,24 Jul 2024,BAJAJFINSV
Bajaj Finance shares fall as Q1 results disappoint brokerage firms; here's what they said,Mint,24 Jul 2024,BAJAJFINSV
"Bajaj Finserv Q1 results: Net profit rises 10%, total income 35% up",CNBC TV18,24 Jul 2024,BAJAJFINSV
"Q1 results today: HUL, Bajaj Finance among 34 companies to announce earnings on Tuesday",The Economic Times,23 Jul 2024,BAJAJFINSV
"Bajaj Finance net up 14%, Bajaj Housing to reach AUM of One Trillion in two months",Financial Express,24 Jul 2024,BAJAJFINSV
"Bajaj Finance's AUM rises 31% in Q1FY25, new loans booking improves by 10%",Business Standard,3 Jul 2024,BAJAJFINSV
"Bajaj Finance share price gains as AUM spikes 31%, new loans booking grow 10% YoY in Q1",Mint,4 Jul 2024,BAJAJFINSV
"Bajaj Finance Q1 results: Net profit grows 14% on-year to Rs 3,912 crore, misses estimates",Moneycontrol,23 Jul 2024,BAJAJFINSV
Bajaj Finserv AMC announces launch of Savings+ product for retail investors,Business Standard,11 Jul 2024,BAJAJFINSV
