Heading,Source,Date,Symbol
"Kotak Mahindra Bank Q1 2024-25 results out, net profit soars 81%, interest income up 21% - Hindustan Times",Hindustan Times,20 Jul 2024,KOTAKBANK
Kotak Mahindra Bank issues clarification on public statements made by Hindenburg,Moneycontrol,3 Jul 2024,KOTAKBANK
Kotak Bank Falls On Allegation It Set Up Fund To Short Sell Adani Enterprises,NDTV,2 Jul 2024,KOTAKBANK
"Kotak Mahindra Bank Q1 FY25 results: Profit soars 81% YoY to Rs 6,250 crore; total income up 19%",Business Today,20 Jul 2024,KOTAKBANK
Kotak Mahindra Bank shares dip as name comes up in Adani-Hindenburg saga,Times of India,2 Jul 2024,KOTAKBANK
"RBI identifies Fairfax Financial, Emirates NBD, Kotak Mahindra Bank as bidders for IDBI Bank’s majority stake",Mint,1 Aug 2024,KOTAKBANK
Kotak Mahindra Bank says it has to do more to leverage technology,The Economic Times,14 Jul 2024,KOTAKBANK
"Stocks To Watch: Reliance Industries, HDFC Bank, Wipro, Kotak Mahindra Bank, IRCTC, Vedanta, ONGC, JSW Infra",Financial Express,22 Jul 2024,KOTAKBANK
kotak mahindra bank quarterly result for q1 2025,ICICI Direct,25 Jul 2024,KOTAKBANK
"Tech centre of our efforts to transform, scale: Kotak Mahindra Bank MD, CEO",Business Standard,14 Jul 2024,KOTAKBANK
