Heading,Source,Date,Symbol
Sun Pharma Q1 results: Profit zooms 40% on robust global specialty sales,Business Standard,1 Aug 2024,SUNPHARMA
"Sun Pharma Q1 Preview: Strong US, domestic sales to aid profit growth but high R&D to drag margins",Moneycontrol,31 Jul 2024,SUNPHARMA
"Sun Pharma Q1 Results: Net profit jumps 40% to ₹2,836 crore, revenue up 6% YoY",Mint,1 Aug 2024,SUNPHARMA
India's Emcure Pharma jumps 35% in debut trade at $223 mln valuation,ET HealthWorld,10 Jul 2024,SUNPHARMA
Supreme Court dismisses Sun Pharma's plea on excess price of drug 'Roscilox',Deccan Herald,15 Jul 2024,SUNPHARMA
India's Mankind Pharma misses Q1 profit expectations on higher costs,Reuters,31 Jul 2024,SUNPHARMA
Sun Pharma's drug to treat alopecia areata gets USFDA nod,The Economic Times,26 Jul 2024,SUNPHARMA
Is it the right time to buy Sun Pharma? How does the future look like,Trade Brains,1 Aug 2024,SUNPHARMA
Sun Pharma open to exploring acquisitions in global specialty portfolio,Business Standard,8 Jul 2024,SUNPHARMA
"Q1 results: SBI, Tata Steel, Coal India, BHEL, Pfizer, and Sun Pharma among companies to declare earnings next week",Mint,28 Jul 2024,SUNPHARMA
