Heading,Source,Date,Symbol
"Buy Adani Ports & Special Economic Zone, target price Rs 1700: Motilal Oswal",The Economic Times,1 Jul 2024,ADANIPORTS
Motilal Oswal positive on Adani Ports after Sensex inclusion; increases target price,Business Today,1 Jul 2024,ADANIPORTS
"Adani Ports Q1 Results: Profit rises by 47.2% YoY, revenue at Rs 6,956.32 crore",Financial Express,1 Aug 2024,ADANIPORTS
"Adani Ports registers 47% profit growth, 21% revenue in April-June quarter - Hindustan Times",Hindustan Times,1 Aug 2024,ADANIPORTS
"Adani Ports Q1 Results: Shares gain after highest-ever quarterly revenue, profit and EBITDA",CNBC TV18,1 Aug 2024,ADANIPORTS
"Adani Ports sees 12% growth in June 2024, clocks 37 MMT cargo volume",Business Standard,2 Jul 2024,ADANIPORTS
Adani plans to build port in Vietnam to tap trade opportunities,Moneycontrol,15 Jul 2024,ADANIPORTS
"Adani Ports Q1 Profit Jumps 47% to Rs 3,107 Crore",Rediff,1 Aug 2024,ADANIPORTS
"Adani Group plans to expand ports biz in Vietnam for overseas trade, receives nod to develop greenfield project: Report",Mint,13 Jul 2024,ADANIPORTS
Adani Ports’ cargo volumes grow 12% in June,India Shipping News,3 Jul 2024,ADANIPORTS
