Heading,Source,Date,Symbol
"ICICI Bank Q1FY25 preview: Profit may rise 10-12% YoY; NIM, provisions eyed",Business Standard,25 Jul 2024,ICICIBANK
"ICICI Bank Q1 Results: Profit jumps 15% YoY to Rs 11,059 crore, NII up 7%",The Economic Times,27 Jul 2024,ICICIBANK
"ICICI Bank share price rises after strong Q1 results. Should you buy, sell or hold the largecap banking stock?",Mint,29 Jul 2024,ICICIBANK
3 reasons why ICICI Bank stock may outperform peers; share price targets & more,Business Today,29 Jul 2024,ICICIBANK
"Q1 Results: Dr Reddy’s net profit down 0.8% at Rs 1,392 crore",Moneycontrol,27 Jul 2024,ICICIBANK
ICICI Bank’s Profit Beats Estimates on Strong Loan Growth,Bloomberg.com,27 Jul 2024,ICICIBANK
"Q1 bank earnings preview – Are HDFC Bank, ICICI Bank and SBI poised for profit?",Financial Express,6 Jul 2024,ICICIBANK
"ICICI Bank stock up 2% after strong Q1 results. Should you buy, sell or hold? - Hindustan Times",Hindustan Times,29 Jul 2024,ICICIBANK
"Q1 results today: ICICI Bank, Dr Reddy's Lab, MCX, Finolex Industries, Punjab National Bank & more to report earnings",Mint,27 Jul 2024,ICICIBANK
"Stocks to Watch, July 29: ICICI Bank, BHEL, SBI Card, Paytm, IndiGo, RNFI",Business Standard,29 Jul 2024,ICICIBANK
