Heading,Source,Date,Symbol
"Grasim Industries shares surge over 4% after Morgan Stanley upgrade, sees 29% upside on UltraTech tailwind",The Economic Times,1 month ago,GRASIM
"Stocks to watch today: From Grasim Industries, HCL Tech to Biocon – Here are 7 stocks in focus today - Market News",Financial Express,1 month ago,GRASIM
"Grasim Industries paints fresh coat, drains market colour from rivals",Business Standard,1 month ago,GRASIM
Grasim Industries stock declines nearly 1% in today's trade,Moneycontrol,1 month ago,GRASIM
"Grasim Industries Approves Issue Of NCDs Up To Rs 1,000 Crore",NDTV Profit,1 month ago,GRASIM
"Grasim Industries shares jump 5% as Morgan Stanley upgrades stock, sees 34% upside potential",Mint,1 month ago,GRASIM
"Grasim Industries to raise up to ₹1,000 crore via listed NCDs on private placement basis",CNBC TV18,1 month ago,GRASIM
Grasim Industries gets Overweight rating from Morgan Stanley; check target price,ET Now,1 month ago,GRASIM
"Stocks in news: Vodafone Idea, Jindal Stainless, ITC, HCL Tech, Grasim Industries",The Economic Times,1 month ago,GRASIM
"Grasim: Investors bet on paints, ignore weakness in core business",Business Standard,1 month ago,GRASIM
