Date,Open,High,Low,Close,Adj Close,Volume
2021-09-20,3299.949951171875,3315.0,3265.0,3271.550048828125,3151.8466796875,689288
2021-09-21,3271.550048828125,3335.0,3271.0,3309.199951171875,3188.119384765625,922057
2021-09-22,3328.5,3329.949951171875,3288.25,3317.5,3196.11572265625,825945
2021-09-23,3340.0,3340.0,3315.0,3320.64990234375,3199.150146484375,694716
2021-09-24,3330.0,3505.0,3320.85009765625,3448.60009765625,3322.418701171875,2775975
