Heading,Source,Date,Symbol
Tech Mahindra to merge two US-based subsidiaries,The Economic Times,24 Mar 2024,TECHM
Tech Mahindra announces merger of two subsidiaries based in the US,Business Standard,24 Mar 2024,TECHM
Tech Mahindra to merge US-based subsidy Born Group with parent Tech Mahindra (Americas) Inc,Mint,24 Mar 2024,TECHM
"Tech Mahindra is merging two US-based subsidiaries, here's are the three reasons",Times of India,26 Mar 2024,TECHM
"Chip Wars: How Infy, HCLTech, Wipro and Tech Mahindra are walking the semiconductor talk",Moneycontrol,1 Mar 2024,TECHM
IT giant Tech Mahindra announces merger of two US-based subsidiaries,ET Now,25 Mar 2024,TECHM
Rebooting Tech Mahindra: New CEO Mohit Joshi takes charge,Business Today,1 Apr 2024,TECHM
Three-day office week for Tech Mahindra employees starting April,HR Katha,1 Mar 2024,TECHM
"Mahindra Lifespaces® acquires 9.4 acres land parcel in Whitefield, Bengaluru",Mahindra,13 Mar 2024,TECHM
"Share Market HIGHLIGHTS: Sensex ends 363 pts higher to reclaim 74,000; Nifty tops 22,450 led by financial, metal stocks",Zee Business,1 Apr 2024,TECHM
