Heading,Source,Date,Symbol
Maruti Suzuki market cap crosses Rs 4 trillion; stock jumps 4%,Business Standard,27 Mar 2024,MARUTI
Maruti Suzuki is 19th listed Indian firm to cross ₹4 lakh crore market cap: Which other companies are on the list - Hindustan Times,Hindustan Times,27 Mar 2024,MARUTI
"Maruti Suzuki Subscribe adds 5,000 customers in FY2024, crosses 10,000 subscriber milestone",Financial Express,14 Mar 2024,MARUTI
Popular Vehicles IPO: Peer comparison to management - 7 key things to know from RHP,Mint,13 Mar 2024,MARUTI
Maruti Suzuki India rejigs senior management,BusinessLine,27 Mar 2024,MARUTI
Maruti Suzuki shuffles senior management; Partho Banerjee to head marketing & sales,CNBC TV18,27 Mar 2024,MARUTI
"Will Japanese yen's 34-year low affect Indian stocks, sectors? What experts say",The Economic Times,1 Apr 2024,MARUTI
Maruti Suzuki announces senior management rejig; promotes several employees,Business Standard,27 Mar 2024,MARUTI
Maruti Suzuki shares fall 1% from record high after senior management rejig - Hindustan Times,Hindustan Times,28 Mar 2024,MARUTI
"Suzuki Escudo, Torqnado nameplates trademarked in India",Financial Express,21 Mar 2024,MARUTI
