Heading,Source,Date,Symbol
Eicher Motors shares jump 6% on UBS upgrade,The Economic Times,20 Mar 2024,EICHERMOT
Royal Enfield maker Eicher Motors sets up Dutch unit for EU expansion plan,Business Standard,25 Mar 2024,EICHERMOT
Chart Beat: Will Royal Enfield lose its market clutch? | Stock Market News,Mint,6 Mar 2024,EICHERMOT
Eicher Motors verdict: Unravelling the endless tale of interest liability on delayed payment of tax in GST,Bar and Bench,21 Mar 2024,EICHERMOT
"Share Market Highlights 20 March 2024: Sensex, Nifty rebound led by Reliance Industries, ITC, and SBI",BusinessLine,20 Mar 2024,EICHERMOT
"Share Market Highlights: Sensex, Nifty ends higher! Nifty settles above 22,450, Sensex near 74,000, Midcap index gains over 800 points",Financial Express,1 Apr 2024,EICHERMOT
2024 Acko Drive Awards: Siddhartha Lal Wins Business Leader Of The Year,ACKO Drive,1 Mar 2024,EICHERMOT
Airtel Payments Bank appoints Anuj Bansal as Chief Financial Officer,Times of India,12 Mar 2024,EICHERMOT
Airtel Payments Bank appoints Anuj Bansal as chief financial officer,People Matters - HR News,12 Mar 2024,EICHERMOT
Stock Market Highlights: Nifty forms Marubozu candle on Day 1 of March series. What traders should do on ...,The Economic Times,1 Mar 2024,EICHERMOT
