Heading,Source,Date,Symbol
Sun Pharma's growth pill: Specialising in specialty and scaling in India,Business Standard,18 Mar 2024,SUNPHARMA
Sun Pharma hits 52- week high on USFDA all-clear to Ankleshwar unit,Moneycontrol,6 Mar 2024,SUNPHARMA
Colgate-Palmolive & Sun Pharma: What Kiran Jani of Jainam Broking says on these 2 stocks,Business Today,19 Mar 2024,SUNPHARMA
"Sun Pharma recalls 55,000 bottles of generic drug from US market due to manufacturing norms violation",The Economic Times,10 Mar 2024,SUNPHARMA
Analyzing the Factors Influencing Sun Pharma Share Price,Microbioz India,21 Mar 2024,SUNPHARMA
Environmental violations troubled Sun Pharma group donated Rs 31.5 crore to political parties,The Reporters' Collective,16 Mar 2024,SUNPHARMA
Sun Pharma gets regulatory nod in Australia for acne treatment cream,Deccan Herald,18 Mar 2024,SUNPHARMA
5 Best Pharma Penny Stocks in India,Equitymaster,3 Mar 2024,SUNPHARMA
"FY24 share market review: Sensex jumps 25% past year. Can it go beyond 84,000 in fiscal 2024-25?",Mint,30 Mar 2024,SUNPHARMA
Sailesh T Desai retires from Sun Pharma Board of Directors,Medical Dialogues,30 Mar 2024,SUNPHARMA
