Heading,Source,Date,Symbol
NBFC major L&T Finance Holdings receives approval for name change from RoC,Business Standard,29 Mar 2024,LT
L&T Finance Holdings gets Board nod for raising up to ₹1.01 lakh crore via NCDs in 1 or more tranches,CNBC TV18,18 Mar 2024,LT
HAL hits all-time high after Zee Business reports L&T and Dynamatic Tech may receive large orders from aeronautics firm,Zee Business,5 Mar 2024,LT
L&T Finance inks $125 million pact with Japan International Cooperation Agency,Financial Express,13 Mar 2024,LT
"We see $50-60 billion opportunities in Middle East over next three years: Subramanian Sarma, L&T",The Economic Times,27 Mar 2024,LT
How AM Naik saved L&T from takeover attempt by Ambani and Birla group without losing them as customers,Times of India,13 Mar 2024,LT
"Larsen & Toubro Share Price Target 2024: 'Saudi prospects robust...' says BNP Paribas - BUY, SELL or HOLD?",ET Now,1 Mar 2024,LT
"4 Bonus Issues: Buy L&T Shares Amid Robust Order Book, TP Rs 3760-4150: Analysts Bullish",Goodreturns,17 Mar 2024,LT
L&T’s Tech Avatar,Fortune India,1 Apr 2024,LT
LTIMindtree appoints Vipul Chandra as CFO,Business Standard,7 Mar 2024,LT
