Heading,Source,Date,Symbol
Tata Consumer Share Price Highlights: Tata Consumer Stock Price History,The Economic Times,28 Mar 2025,TATACONSUM
"NSE/BSE Top gainers, losers today: Sensex down to 77,300 level, Nifty at 23,500; ONGC, Tata Consumer, Jio Financial lead gainers",BusinessLine,28 Mar 2025,TATACONSUM
"Stock market today: Trade setup for Nifty 50 to global markets; Eight stocks to buy or sell on Friday— March 28, 2025",Mint,28 Mar 2025,TATACONSUM
