Heading,Source,Date,Symbol
HCL Tech's market cap nears Rs 5 trillion; stock zooms 46% from June low,Business Standard,2 Sept 2024,HCLTECH
"Stock Market Highlights, Sept 02: Markets post record close; Sensex tops 82,550, Nifty near 25,300",Business Standard,2 Sept 2024,HCLTECH
