Heading,Source,Date,Symbol
"Top Gainers and Losers today on 4 September, 2024: Asian Paints, Grasim Industries, Wipro, Coal India among most active stocks; Check full list here",Mint,4 Sept 2024,GRASIM
"Stock Market Highlights, Sept 04: Sensex sheds 203 points, Nifty ends below 25,200; Banks, IT drag",Business Standard,4 Sept 2024,GRASIM
"Stock Market Highlight: Markets end lower! Nifty at 25,200, Sensex down 170 points; Bank Nifty drops 300 points",Financial Express,4 Sept 2024,GRASIM
