Heading,Source,Date,Symbol
Sun Pharma appoints Tejash Chheda as General Manager - Head of Media,Medical Dialogues,20 Sept 2024,SUNPHARMA
Pharma stocks: Nomura gives 'Buy' to Lupin remains 'Neutral' on others,Business Standard,16 Sept 2024,SUNPHARMA
