Heading,Source,Date,Symbol
"ITC shares near record high; Buy, stock still trades at discount to peers, says Sharekhan",Business Today,17 Sept 2024,ITC
"ITC at a discount compared to large peers, says Sharekan; raises target",Business Standard,17 Sept 2024,ITC
"1:10 Demerger Soon: Super FMCG Stock ITC Nears All-Time High, Up 29%; Is It Overvalued? Buy/Sell For Next TP?",Goodreturns,22 Sept 2024,ITC
