Heading,Source,Date,Symbol
"Birla Pivot targets revenue of $1 bn in next three years, leverage tech",Business Standard,8 Apr 2024,GRASIM
Why Aditya Birla Group Stocks are Rising,Equitymaster,24 Apr 2024,GRASIM
"Grasim's Birla Pivot crosses Rs 1,000 cr revenue mark in 1st year of ops, aims to cross $1 bn in next 3 ye",The Economic Times,8 Apr 2024,GRASIM
"Buy or sell: Aarti Industries to IGL, Vaishali Parekh recommends three stocks to buy today — April 24",Mint,24 Apr 2024,GRASIM
"Birla Pivot crosses ₹1,000-crore revenue in first year of operations; CEO eyes $1 billion in 3 years",CNBC TV18,8 Apr 2024,GRASIM
Birla Pivot eyes USD 1 bn revenue in 3 years,Press Trust of India,8 Apr 2024,GRASIM
"Grasim’s Birla Pivot crosses Rs. 1,000 crore revenue in first year of operations",Indian Chemical News,8 Apr 2024,GRASIM
"Share Market Highlights April 5th, 2024: Sensex, Nifty trade flat; bank stocks shine",BusinessLine,5 Apr 2024,GRASIM
Stock market today: These 5 stocks took Sensex from 70k to 75k; 2 are Tata shares. Top losers are… - Hindustan Times,Hindustan Times,9 Apr 2024,GRASIM
"Stock Market Highlight: Markets end higher! Nifty above 22,300, Sensex up 560 points; PSU banks and consumer durables lead the gain",Financial Express,22 Apr 2024,GRASIM
