Heading,Source,Date,Symbol
"Big bet gets bigger. GQG bough additional shares worth Rs 8,300 crore in Adani Group companies in March...",Moneycontrol,18 Apr 2024,ADANIENT
Adani Group Aims Big on Data Centres With $5 Billion Investment: Report,NDTV,18 Apr 2024,ADANIENT
"Adani Wilmar Q4 results: Net profit rises 67% YoY to ₹157 crore, revenue down 3%",Mint,1 May 2024,ADANIENT
Adani Energy Solutions' Q4 result: Net profit declines 13% to Rs 381 cr,Business Standard,1 May 2024,ADANIENT
"After Museum Gallery, Adani Group to fund policy thinktank",The Economic Times,11 Apr 2024,ADANIENT
Adani-EdgeConneX JV to invest $5 billion in 5 years to scale up data centre business,Times of India,18 Apr 2024,ADANIENT
Adani Group is back to its rapid expansion move,India Shipping News,1 Apr 2024,ADANIENT
"Adani Group releases Rs 26,500 crore pledged shares in FY24",Moneycontrol,19 Apr 2024,ADANIENT
"Adani Group Stocks In Heavy Demand, Adani Energy Jumps 8%",NDTV,1 Apr 2024,ADANIENT
"Adani Ports, Adani Power, Adani Enterprises to Adani Green: FIIs raise stake in these Adani group shares during Q4FY24",Mint,16 Apr 2024,ADANIENT
