Heading,Source,Date,Symbol
Boardroom Leela: Why are ITC and Hotel Leela at loggerheads?,The Economic Times,16 Apr 2024,ITC
ITC shares rise on ITC Infotech deal to buy Pune-based IT firm for Rs 485 crore,Moneycontrol,19 Apr 2024,ITC
"ITC Share Price Highlights: Stock lost 1.67% during today's trading session; Check price range, day's high and low",Business Today,18 Apr 2024,ITC
ITC to hold meeting of ordinary shareholders on June 6 to approve hotels demerger,CNBC TV18,24 Apr 2024,ITC
"625% Dividend, 1:10 Split, 3 Bonus; FMCG ITC Makes Big Acquisition Announcement; Stock Target Prices In April",Goodreturns,20 Apr 2024,ITC
ITC expands global footprint with maiden overseas hotel in Colombo,Business Standard,26 Apr 2024,ITC
"Crorepati Stock: Rs 118 Dividend, 3 bonus - Rs 5 lakh becomes Rs 1.29 crore",ET Now,29 Apr 2024,ITC
"HUL, ITC, Hero , Bajaj Auto among 8 stocks in FMCG and Auto space to gain focus amidst above normal monsoon forecasts",Mint,17 Apr 2024,ITC
"Share Market Highlights 25 April 2024: Sensex gains 486 pts, Nifty settles at 22,570, PSU bank stocks shine",BusinessLine,25 Apr 2024,ITC
ITC stock rally has fizzled out since January; here are fresh price targets,Business Today,4 Apr 2024,ITC
