Heading,Source,Date,Symbol
Asian Paints Near Nil Returns — Is There A Silver Lining?,NDTV Profit,8 Apr 2024,ASIANPAINT
"Stocks To Watch: HDFC Bank, Infosys, IOCL, RVNL, Asian Paints, JM Financial, Adani Total Gas, Pharma Stocks",Financial Express,1 Apr 2024,ASIANPAINT
Not perturbed by conglomerates entering paints business; not an easy sector to crack: Asian Paints CEO,Moneycontrol,16 Apr 2024,ASIANPAINT
"Not worried about new entrants, says Asian Paints MD Syngle",The Hindu,15 Apr 2024,ASIANPAINT
"Rahul Gandhi bets on Pidilite Ind, Bajaj Finance, Asian paints stocks",The New Indian Express,5 Apr 2024,ASIANPAINT
"Paints Sector: Inflation and intensifying competition pose double threat, says ICICI Securities",Mint,23 Apr 2024,ASIANPAINT
Investors betting on longer-duration debt funds need to be patient,Business Standard,17 Apr 2024,ASIANPAINT
"Share Market Highlights 26 April 2024: Sensex, Nifty slip on financial drag, still close week with gains",BusinessLine,26 Apr 2024,ASIANPAINT
"Asian Paints, IOC, Apollo Tyres, HPCL, IndiGo & BPCL shares fall up 4% as crude oil price spikes amid Iran-Israel conflict",Business Today,19 Apr 2024,ASIANPAINT
"Asian Paints On-boards Virat Kohli as the Brand Ambassador for a Revolutionary Offering ""Neo Bharat Latex Pain",CNBC TV18,4 Apr 2024,ASIANPAINT
