Heading,Source,Date,Symbol
"HDFC Bank Q4 Results: Net profit rises to Rs 16,511 crore, NII at Rs 29,007 crore",Moneycontrol,20 Apr 2024,HDFCBANK
"HDFC Bank Q4 Earnings 2024 Highlights: Net profit at ₹16,512 crore, Retail loans lead with 108.9% growth",Mint,20 Apr 2024,HDFCBANK
"HDFC Bank Q4 results: Profit jumps 37% to Rs 16,512 crore, NII up 24.5%",Business Standard,20 Apr 2024,HDFCBANK
"After stake sale reports, HDFC Bank says exploring all options for HDB Financial listing",BusinessLine,21 Apr 2024,HDFCBANK
hdfc bank quarterly result for q4 2024,ICICI Direct,22 Apr 2024,HDFCBANK
HDFC Bank loan book crosses Rs 25 lakh crore in Q4,Zee Business,4 Apr 2024,HDFCBANK
HDFC Bank declares Rs 19.5 dividend for FY24. Check record date,The Economic Times,20 Apr 2024,HDFCBANK
"The world’s largest banks by assets, 2024",S&P Global,30 Apr 2024,HDFCBANK
HDFC Bank Q4 results: Key highlights from the earnings report,Moneycontrol,20 Apr 2024,HDFCBANK
"HDFC Bank announces Rs 1,500 crore ex-gratia: But what is it?",Business Standard,22 Apr 2024,HDFCBANK
