Heading,Source,Date,Symbol
"Apollo Hospitals lines up Rs 3,000 crore investment post Advent deal",Business Standard,28 Apr 2024,APOLLOHOSP
Apollo Hospitals shares crash 8% after Advent deal; what stock brokers say,Business Today,29 Apr 2024,APOLLOHOSP
"Apollo Hospitals' arm to raise ₹2,475 crore from Advent International",Mint,26 Apr 2024,APOLLOHOSP
Apollo Hospitals sinks 8% as Apollo HealthCo's valuation in Advent deal a letdown for Street,Moneycontrol,29 Apr 2024,APOLLOHOSP
"Apollo 24|7 to raise INR 2,475 Crores from Advent International; Merge Keimed with Apollo 24|7",Advent International,26 Apr 2024,APOLLOHOSP
"Keimed merges with Apollo Health Co; Combined enterprise value is Rs 22,481 crore",Times of India,27 Apr 2024,APOLLOHOSP
Apollo Hospitals shares fall the most since 2020 — one of the top losers on the Nifty 50,CNBC TV18,29 Apr 2024,APOLLOHOSP
India's Apollo Hospitals stock slides as unit's valuation underwhelms,Reuters,29 Apr 2024,APOLLOHOSP
Apollo Hospitals shares slide over 8% today. What's behind the dip?,India Today,29 Apr 2024,APOLLOHOSP
Apollo Hospitals shares decline 8% post Keimed merger; here’s why,Fortune India,29 Apr 2024,APOLLOHOSP
