Heading,Source,Date,Symbol
"Tech Mahindra Q4 Results: Net profit drops 41% YoY, dividend declared; 5 key highlights",Mint,25 Apr 2024,TECHM
"Tech Mahindra Q4 results: Net profit slips 41%, final dividend declared",Business Today,25 Apr 2024,TECHM
Tech Mahindra Q4: Stock zooms 13% as management eyes 'turnaround' in FY25,Business Standard,26 Apr 2024,TECHM
Tech Mahindra recognised as a market leader in customer experience services by HFS Research,Mahindra,17 Apr 2024,TECHM
Tech Mahindra CEO Mohit Joshi chalks out 3-year plan to turn around business in phases,Moneycontrol,25 Apr 2024,TECHM
Former Tech Mahindra India business head quits to set up AI startup,Times of India,28 Apr 2024,TECHM
"Tech Mahindra to hire 6,000 freshers in FY25",The Economic Times,25 Apr 2024,TECHM
"Mahindra and Mahindra Financial discovers fraud at one branch, delays Q4 results to May 30",The Indian Express,23 Apr 2024,TECHM
Tech Mahindra unveils three-year road map to bounce back on track,Zee Business,25 Apr 2024,TECHM
"Q4 Results 2024 Updates: Bajaj Finance, Nestle India, IndusInd Bank, Vedanta, Tech Mahindra, more to announce earnings",Financial Express,25 Apr 2024,TECHM
