Heading,Source,Date,Symbol
"Bajaj Finance, Bajaj Finserv shares tumble up to 8% today; here's why",Business Today,26 Apr 2024,BAJFINANCE
Bajaj Finance offers final dividend of ₹36 a share as quarterly profit jumps 21%,CNBC TV18,25 Apr 2024,BAJFINANCE
Announcements Updates: Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome,The Economic Times,25 Apr 2024,BAJFINANCE
Bajaj Finance vs Jio Financial: Which stock should you buy after Q4 results?,Mint,28 Apr 2024,BAJFINANCE
"Bajaj Finance Q4 results: Net profit rises 21% to 3,824 cr, revenue up 31%",Business Standard,25 Apr 2024,BAJFINANCE
Best NBFC Stock: Bajaj Finance vs Bajaj Finserv,Equitymaster,17 Apr 2024,BAJFINANCE
"Bajaj Finserv Q4 results: Net profit rises 20% to Rs 2,119 cr",Moneycontrol,26 Apr 2024,BAJFINANCE
Rs 36/Share Dividend: Record Date On 21 June; Buy The Bajaj Group Stock To Be Eligible For 1800% Payout?,Goodreturns,28 Apr 2024,BAJFINANCE
"Q4 Results 2024 Updates: Bajaj Finance, Nestle India, IndusInd Bank, Vedanta, Tech Mahindra, more to announce earnings",Financial Express,25 Apr 2024,BAJFINANCE
Bajaj Finance may maintain 20-25% growth but 4.5x-5x one year forward price to book multiple at risk: Bino,The Economic Times,26 Apr 2024,BAJFINANCE
