Heading,Source,Date,Symbol
Cipla to witness surge in profit due to growth in its complex respiratory portfolio: Report,Financial Express,3 Apr 2024,CIPLA
"Cipla arm Cipla Health to buy Ivia Beaute's cosmetics, personal care business for ₹130 crore",CNBC TV18,15 Apr 2024,CIPLA
"Cipla to acquire Ivia Beaute's cosmetics, personal care biz for Rs 130 cr",Business Standard,16 Apr 2024,CIPLA
Cipla subsidiary strengthens presence in cosmetics and personal care,BusinessLine,15 Apr 2024,CIPLA
"Cipla Health acquires Beaute's cosmetics, personal care business for Rs 130 crore",Indian Startup News,16 Apr 2024,CIPLA
"Cipla Health to acquire distribution, marketing business undertaking of Ivia Beaute’s cosmetics and personal care business",Upstox,16 Apr 2024,CIPLA
"Dr Reddy’s, Sun, Cipla and Biocon look to recreate Ozempic magic in India",The Economic Times,27 Apr 2024,CIPLA
Cipla gets Rs 1.83 crore penalty for claiming inadmissible transitional credit on education cess,ETLegalWorld.com,19 Apr 2024,CIPLA
"Closing Bell: Sensex extends gain to 4th day, Nifty ends above 22,400; Hindalco, Cipla top gainers",Moneycontrol,24 Apr 2024,CIPLA
"Cipla Health signs agreement, strengthens beauty play with Ivia's brands",Business Standard,15 Apr 2024,CIPLA
