Heading,Source,Date,Symbol
Indian bank Kotak Mahindra's shares dive after new digital client ban,Reuters,25 Apr 2024,KOTAKBANK
"Kotak Mahindra Bank stock loss erodes Rs 4,281 crore from mutual funds",Moneycontrol,25 Apr 2024,KOTAKBANK
"Kotak Mahindra Bank penalised by RBI: What happened on April 15, 2024, that was the final straw?",The Economic Times,26 Apr 2024,KOTAKBANK
Kotak Mahindra Bank shares crashed 10% today. Here's fresh stock price target,Business Today,25 Apr 2024,KOTAKBANK
"Uday Kotak Loses Rs 10,800 Crore In A Day After RBI Action",NDTV,26 Apr 2024,KOTAKBANK
RBI action on Kotak Mahindra Bank: What the restrictions mean for customers,Business Standard,25 Apr 2024,KOTAKBANK
"Kotak Mahindra Bank Responds To RBI Curbs, Expects No Material Impact On Overall Business: All About It",Swarajyamag,25 Apr 2024,KOTAKBANK
Kotak Mahindra Bank nosedives 10% to 52-week low on RBI curbs,Financial Express,25 Apr 2024,KOTAKBANK
Kotak Mahindra Bank Joint MD KVS Manian resigns with immediate effect,People Matters - HR News,1 May 2024,KOTAKBANK
Deepak Sharma joins the board of Suryoday Small Finance Bank,ET CIO,15 Apr 2024,KOTAKBANK
