Heading,Source,Date,Symbol
"IndusInd Bank shares sink 18% after Q2 profit slumps 39% YoY. Should you buy, sell or hold?",The Economic Times,25 Oct 2024,INDUSINDBK
IndusInd Bank down 15% on higher provisions after one-time profit hit unsettles Street,Moneycontrol,24 Oct 2024,INDUSINDBK
IndusInd Bank share drops 20% on poor Q2 show; analysts slash target price,Business Standard,25 Oct 2024,INDUSINDBK
"IndusInd Bank Share Price Highlights October 25, 2024: IndusInd shares crash 19% post Q2 results",BusinessLine,25 Oct 2024,INDUSINDBK
IndusInd Bank Q2 result: PAT falls 40% YoY; NIM moderates,Mint,24 Oct 2024,INDUSINDBK
IndusInd Bank shares crash 16% as Q2 weakest among peers; here are target prices,Business Today,25 Oct 2024,INDUSINDBK
"IndusInd Bank Q2 net profit falls 40% to ₹1,331 crore on higher provisions",The Hindu,25 Oct 2024,INDUSINDBK
IndusInd Bank share price nosedives 18% after poor Q2 results; brokerages cut target,ET Now,25 Oct 2024,INDUSINDBK
"IndusInd Bank may not use the contingency provision, but it is prudent to provide for bad times: Sumant Ka",The Economic Times,25 Oct 2024,INDUSINDBK
Volumes spurt at IndusInd Bank Ltd counter,Business Standard,25 Oct 2024,INDUSINDBK
