Heading,Source,Date,Symbol
Record Deal Wins and Robust Margins Mark Strong Finish to TCS’ FY24,Tata Consultancy Services,12 Apr 2024,TCS
"TCS beats street expectations, but key growth metrics miss target",Mint,12 Apr 2024,TCS
"TCS Q4 Results LIVE Updates: PAT meets expectations at Rs 12,434 crore, Tata group firm declares dividend; CEO K Krithivasan mentions global macro uncertainty",Zee Business,12 Apr 2024,TCS
"TCS Q4 results: Tata Consultancy Services reports PAT of Rs 12,434 crore; beats estimates - check key hig",Times of India,12 Apr 2024,TCS
TCS Q4 Results Live Update: TCS PAT above Street view; dividend of Rs 28 declared,The Economic Times,12 Apr 2024,TCS
