Heading,Source,Date,Symbol
"NTPC, Power Grid: Kotak cautions against overvaluation, sees them neither value, not growth",Business Today,13 Jun 2024,NTPC
NTPC aims to double coal production in 3 years,Financial Express,13 Jun 2024,NTPC
NTPC eyes $50 billion capex to transform into a complete energy company | Company Business News,Mint,10 Jun 2024,NTPC
