Heading,Source,Date,Symbol
"9 Stocks to Buy for Short Term: Analysts recommend largecap scrips for 2 weeks; IndusInd Bank, Coforge, MOFSL on the list",Zee Business,20 Feb 2025,INDUSINDBK
"Nifty Bank recovers 600 points from day's low; IndusInd, HDFC Bank shares gain up to 2%",Moneycontrol,17 Feb 2025,INDUSINDBK
