Heading,Source,Date,Symbol,Month
"Nifty FMCG index crashes 2.5%; why Godrej Consumer, HUL, Marico, Britannia, ITC, Nestle India, Dabur shares falling today?",ET Now,2024-12-09,BRITANNIA,2024-12
FMCG companies count on urban revival by FY26,Financial Express,2024-12-12,BRITANNIA,2024-12
