Heading,Source,Date,Symbol,Month
"Grasim Industries shares in focus as board approves raising up to Rs 2,000 crore via NCDs",The Economic Times,2024-12-12,GRASIM,2024-12
"Grasim Inds board OKs Rs 2,000-cr NCD issue",Business Standard,2024-12-12,GRASIM,2024-12
"Stocks to Watch: Vedanta, Grasim, Reliance Power, Shriram Finance, Gland Pharma, and more",Mint,2024-12-12,GRASIM,2024-12
Aditya Birla group stock in focus after Co. expands production capacity by 400 TPD,Trade Brains,2024-12-09,GRASIM,2024-12
"Stocks to watch: Cipla, Greaves Cotton, PC Jeweller, Shriram Finance",Business Standard,2024-12-12,GRASIM,2024-12
