Heading,Source,Date,Symbol
"Closing Bell: Nifty around 22,050, Sensex up 105 pts; auto, metal, realty gain",Moneycontrol,18 Mar 2024,TATACONSUM
"Broad-based sell-off! Sensex slips over 700 points, Nifty manages to hold 21,800; IT and FMCG see deep losses",Financial Express,19 Mar 2024,TATACONSUM
