Date,Open,High,Low,Close,Adj Close,Volume
2021-06-28,1750.7049560546875,1762.0,1745.3499755859375,1750.614990234375,1673.119140625,404500
2021-06-29,1759.0,1775.0,1748.9649658203125,1759.925048828125,1682.0172119140625,710960
2021-06-30,1764.0,1774.5,1757.5,1763.300048828125,1685.24267578125,515670
2021-07-01,1763.0,1772.5,1756.949951171875,1764.6199951171875,1686.504150390625,267000
2021-07-02,1767.9000244140625,1768.0,1748.5999755859375,1760.199951171875,1682.2799072265625,307230
