Heading,Source,Date,Symbol
Power Grid stock hits new high on strong outlook; zooms 53% so far in CY24,Business Standard,1 Aug 2024,POWERGRID
"Stocks to watch: Vodafone Idea, IRCTC, JSW Steel, HUDCO, Orchid Pharma, Power Grid Corp",Mint,13 Aug 2024,POWERGRID
Power Grid Corp Shares Slump 1% Despite Bagging Inter-State Project,Equitypandit,13 Aug 2024,POWERGRID
"REC, PFC & IndiGo: Here's what Rajesh Palviya of Axis Securities says on these 3 stocks",Business Today,29 Aug 2024,POWERGRID
Power Grid Corp acquires Rajasthan IV E Power Transmission,ET EnergyWorld,20 Aug 2024,POWERGRID
POWERGRID acquires 2 transmission projects under TBCB,Zee Business,21 Aug 2024,POWERGRID
Power Grid Corporation of India Invites Bids for Major Solar PV Projects: 1MWp and 600MWp Plants,SolarQuarter,8 Aug 2024,POWERGRID
Power Grid Corp acquires Bhadla-III & Bikaner-III Transmission,The Economic Times,30 Aug 2024,POWERGRID
Power Grid declared as the successful bidder for transmission project in Rajasthan,Upstox,13 Aug 2024,POWERGRID
Power Grid gets shareholders' nod to raise borrowing limit to Rs 15k cr,Business Standard,23 Aug 2024,POWERGRID
