Heading,Source,Date,Symbol
New strategy for a new India,Hindustan Unilever Limited,8 Aug 2024,HINDUNILVR
"Stocks to buy: HUL, Godrej Consumer, Dabur among top stock picks in the FMCG sector by MOFSL",Mint,21 Aug 2024,HINDUNILVR
HUL is the best pick for anyone looking to invest in the long-term growth story of India and FMCG...,Moneycontrol,8 Aug 2024,HINDUNILVR
"Nine top companies add Rs 95,522.81 crore in combined market valuation; RIL, TCS, HUL biggest gainers",Business Today,25 Aug 2024,HINDUNILVR
Hindustan Unilever gets Rs 963 crore Income Tax demand notice,Deccan Herald,28 Aug 2024,HINDUNILVR
Hindustan Unilever gets tax notice of Rs 962.75 cr over Rs 3k cr GSK deal,Business Standard,27 Aug 2024,HINDUNILVR
"Hindustan Unilever Q2 Net Profit Rises 22.2% to Rs 2,670 Crore; Revenue Up 16.4% at Rs 15,253 Crore",Outlook Business,8 Aug 2024,HINDUNILVR
"HUL slapped with Rs 962 crore tax notice over TDS dispute in Rs 3,045 crore GlaxoSmithKline deal",The Economic Times,27 Aug 2024,HINDUNILVR
HUL served Rs 963-crore tax notice over GSK deal,Financial Express,27 Aug 2024,HINDUNILVR
"These large-cap stocks have dividend payout ratio above 50%, do you own any?",Upstox,7 Aug 2024,HINDUNILVR
