Heading,Source,Date,Symbol
Maruti Suzuki will continue efforts in low-cost car segment; budget buyers in focus,Mint,4 Aug 2024,MARUTI
"Stock Radar: Maruti Suzuki, TVS Motor, SJVN, RailTel, Biocon, Gujarat Gas, Tata Motors in focus on Monday",Moneycontrol,1 Sept 2024,MARUTI
Maruti adjusts production to reduce dealer stock amid slower sales: Suzuki,Business Standard,20 Aug 2024,MARUTI
"Q1 Results 2024: Maruti Suzuki, M&M, Coal India, Mankind Pharma, and over 90 others to report Q1 earnings today",Financial Express,1 Aug 2024,MARUTI
"Maruti Suzuki cars to be cheaper? Company ‘adjusts’ production, reduces dealer stock ahead of Diwali - Hindustan Times",Hindustan Times,21 Aug 2024,MARUTI
"Maruti Suzuki posts 4% YoY decline in total sales in August, domestic PV sales down 8%",Business Today,1 Sept 2024,MARUTI
Maruti Suzuki To Face One Time Hit In Q2 Due To Change In Tax Laws,ACKO Drive,21 Aug 2024,MARUTI
Rs 850 crore deferred tax liability! Maruti Suzuki's PAT will be impacted in Q2 FY25 - Here's why,ET Now,18 Aug 2024,MARUTI
"Car demand in India weaker than expected, says Suzuki Motor Corp",Autocar Professional,21 Aug 2024,MARUTI
"Maruti Suzuki to spend ₹165 crore on CSR this year, launch electric cars by year-end: Bhargava",BusinessLine,4 Aug 2024,MARUTI
