Heading,Source,Date,Symbol
"Shriram Finance to raise up to $1.5 billion from overseas, CEO says",The Economic Times,27 Aug 2024,SHRIRAMFIN
"Shriram Finance plans to raise up to $1.5 bn from overseas, says CEO",Business Standard,27 Aug 2024,SHRIRAMFIN
Shriram Finance receives CCI nod for SHFL stake sale to Warburg Pincus,CNBC TV18,22 Aug 2024,SHRIRAMFIN
"CCI clears Rs 4,630-crore deal between Warburg Pincus, Shriram Housing Finance",ET Realty,21 Aug 2024,SHRIRAMFIN
Shriram Finance working to convert personal loans to small business loans,Mint,5 Aug 2024,SHRIRAMFIN
‘Disbursement growth will top 15% in FY25’,Financial Express,8 Aug 2024,SHRIRAMFIN
"CCI approves Warburg Pincus' acquisition of Shriram Housing Finance, other key transactions",Moneycontrol,20 Aug 2024,SHRIRAMFIN
"Shriram Finance hits 52-week high on CCI nod to ₹4,630-cr deal with Warburg Pincus",Fortune India,21 Aug 2024,SHRIRAMFIN
Shriram Capital appoints Subhasri as MD & CEO,The Hindu,28 Aug 2024,SHRIRAMFIN
"Share Market Highlights 20th July 2024: Sensex, Nifty rise; Top gainers, SBI Life and HDFC Life",BusinessLine,20 Aug 2024,SHRIRAMFIN
