Heading,Source,Date,Symbol
"Bajaj Housing Finance IPO to hit D-Street on September 9; Check issue size, key dates",Mint,31 Aug 2024,BAJFINANCE
"Bajaj Finserv, Bajaj Finance shares gain ahead of mortgage arm IPO",Business Standard,26 Aug 2024,BAJFINANCE
Bajaj Housing Finance targets valuation of Rs 56k cr-Rs 59k cr for IPO; may trim issue size and launch in...,Moneycontrol,16 Aug 2024,BAJFINANCE
Bajaj Finserv shares climb 3% to hit one-year high levels; what's next on tech charts?,Business Today,29 Aug 2024,BAJFINANCE
India’s biggest shadow bank Bajaj seeks up to $500 million loan,The Economic Times,13 Aug 2024,BAJFINANCE
"Bajaj Housing Finance Eyes Rs 7,000 Crore With September IPO",Goodreturns,29 Aug 2024,BAJFINANCE
Bajaj Housing Finance IPO: 10 key things to know from RHP before subscription opens on September 9,Mint,1 Sept 2024,BAJFINANCE
Bajaj Housing Finance gets Sebi's approval to float IPO,ET Realty,6 Aug 2024,BAJFINANCE
Bajaj Housing Finance Eyes Rs 56-59k Cr Valuation For IPO,Realty Plus Magazine,19 Aug 2024,BAJFINANCE
Bajaj Finserv hits 52-week high; Finance soars 4% ahead of mortgage arm IPO,Business Standard,29 Aug 2024,BAJFINANCE
