Heading,Source,Date,Symbol
"Kotak Mahindra Bank stock likely to outperform Nifty, says JM Financial",Business Today,21 Aug 2024,KOTAKBANK
"​Market Trading Guide: Tata Steel, Kotak Mahindra Bank among 8 stock recommendations for Monday",The Economic Times,18 Aug 2024,KOTAKBANK
"RBI identifies Fairfax Financial, Emirates NBD, Kotak Mahindra Bank as bidders for IDBI Bank’s majority stake",Mint,1 Aug 2024,KOTAKBANK
Federal Bank approves appointment of Krishnan Venkat Subramanian as MD & CEO,Moneycontrol,31 Aug 2024,KOTAKBANK
Amazon India’s Kedar Ravangave joins Kotak Mahindra Bank,Exchange4media,5 Aug 2024,KOTAKBANK
"IDBI Bank stake sale: Fairfax, Emirates NBD, Kotak Mahindra Bank get RBI’s ‘fit and proper’ certificate",CNBC TV18,1 Aug 2024,KOTAKBANK
"Stocks in news: Vodafone, Firstcry, Unicommerce, Kotak Mahindra Bank, Wipro, NMDC, Hudco & IRFC",Business Today,13 Aug 2024,KOTAKBANK
"Acquire, Expand, Grow…Repeat",Banking Frontiers,7 Aug 2024,KOTAKBANK
Kedar Ravangave from Amazon India transitions to Kotak Mahindra Bank,Adgully.com,5 Aug 2024,KOTAKBANK
"Kotak Education Foundation announces 500 merit cum means based scholarships, doubling the number of scholars in 2024-25, under the Kotak Kanya Scholarship Programme.",Press Trust of India,5 Aug 2024,KOTAKBANK
