Heading,Source,Date,Symbol
"Tech Mahindra and LivePerson to Power AI-Driven Customer Experience in Financial Services, Healthcare and Life Sciences",Tech Mahindra,13 Aug 2024,TECHM
Tech Mahindra names Venkatesh SG as Financial Services leader,Consultancy.in,10 Aug 2024,TECHM
"Tech Mahindra to sell 103-acre land in Hyderabad to Mahindra University for Rs 535 crore, shares gain",Moneycontrol,20 Aug 2024,TECHM
"Top Stock Recommendations: Dharmesh Shah of ICICI Securities suggests GAIL, Tech Mahindra today",Mint,19 Aug 2024,TECHM
"To unlock full potential of Finance & IT Arms, Mahindra & Mahindra to rev up services business",The Economic Times,7 Aug 2024,TECHM
"Tech Mahindra, Horizon3.ai come together to provide AI-based cybersecurity",Business Standard,6 Aug 2024,TECHM
Tech Mahindra and Google Cloud partner to boost Generative AI adoption and lead digital transformation for Mahindra Group entities,Mahindra,27 Aug 2024,TECHM
Tech Mahindra shares hit 52-week high on nod to sale of 103 acre land to Mahindra University,Business Today,20 Aug 2024,TECHM
Tech Mahindra receives approval to sell 103 acres land in Hyderabad to Mahindra University for Rs 535 crore,Financial Express,20 Aug 2024,TECHM
Tech Mahindra and Horizon3.ai Partner to Enhance AI-based Cyber Resilience for Global Customers,Business Wire,6 Aug 2024,TECHM
